variable,value,mean_intervention,expected_harm,disturbance_rate,excavation_rate,avoidance_rate,mean_caution,mean_curiosity
phenomenological_caution,0.125,0.34950741157118215,0.08730262593483663,0.00083,0.0,0.15855,0.31269576299892077,0.5081478342000257
phenomenological_caution,0.16666666666666666,0.33891494490702456,0.08465708386598553,0.00037,0.0,0.18079,0.33352909633225414,0.5081478342000257
phenomenological_caution,0.20833333333333331,0.3283224782428669,0.08201154179713445,0.00012,0.0,0.20613,0.3543624296655874,0.5081478342000257
phenomenological_caution,0.25,0.31773001157870917,0.07936599972828336,1e-05,0.0,0.23435,0.37519576299892077,0.5081478342000257
phenomenological_caution,0.29166666666666663,0.30713754491455153,0.07672045765943226,0.0,0.0,0.26718,0.396029096332254,0.5081478342000257
phenomenological_caution,0.3333333333333333,0.29654507825039383,0.07407491559058117,0.0,0.0,0.30432,0.4168624296655874,0.5081478342000257
phenomenological_caution,0.375,0.28595261158623614,0.07142937352173007,0.0,0.0,0.3463,0.43769576299892077,0.5081478342000257
phenomenological_caution,0.41666666666666663,0.2753601449220785,0.06878383145287899,0.0,0.0,0.39111,0.458529096332254,0.5081478342000257
phenomenological_caution,0.4583333333333333,0.26476767825792086,0.0661382893840279,0.0,0.0,0.44112,0.4793624296655874,0.5081478342000257
phenomenological_caution,0.5,0.2541752115937631,0.0634927473151768,0.0,0.0,0.49514,0.5001957629989208,0.5081478342000257
phenomenological_caution,0.5416666666666666,0.24358274492960547,0.06084720524632572,0.0,0.0,0.55386,0.521029096332254,0.5081478342000257
phenomenological_caution,0.5833333333333333,0.23299027826544777,0.058201663177474626,0.0,0.0,0.61328,0.5418624296655874,0.5081478342000257
phenomenological_caution,0.625,0.22239781160129007,0.05555612110862353,0.0,0.0,0.67456,0.5626957629989208,0.5081478342000257
phenomenological_caution,0.6666666666666666,0.21180534493713243,0.052910579039772455,0.0,0.0,0.73345,0.583529096332254,0.5081478342000257
phenomenological_caution,0.7083333333333333,0.20121287827297474,0.050265036970921356,0.0,0.0,0.78899,0.6043624296655874,0.5081478342000257
phenomenological_caution,0.75,0.19062041160881704,0.04761949490207026,0.0,0.0,0.83792,0.6251957629989208,0.5081478342000257
phenomenological_caution,0.7916666666666666,0.1800279449446594,0.04497395283321917,0.0,0.0,0.88031,0.646029096332254,0.5081478342000257
phenomenological_caution,0.8333333333333333,0.1694354782805017,0.04232841076436807,0.0,0.0,0.91653,0.6668624296655874,0.5081478342000257
phenomenological_caution,0.875,0.158843011616344,0.03968286869551698,0.0,0.0,0.94596,0.6876957629989209,0.5081478342000257
phenomenological_caution,0.9166666666666666,0.14825054495218637,0.0370373266266659,0.0,0.0,0.96795,0.708529096332254,0.5081478342000257
phenomenological_caution,0.9583333333333333,0.13765807828802867,0.0343917845578148,0.0,0.0,0.98362,0.7293624296655874,0.5081478342000257
phenomenological_caution,1.0,0.12706561162387098,0.03174624248896371,0.0,0.0,0.99314,0.7501957629989209,0.5081478342000257
interpretive_capacity,0.0,0.3075612435811178,0.07682627934218632,0.0,0.0,0.26596,0.3951957629989207,0.5081478342000257
interpretive_capacity,0.041666666666666664,0.3031124075821716,0.07571515167326885,0.0,0.0,0.28086,0.4039457629989208,0.5081478342000257
interpretive_capacity,0.08333333333333333,0.2986635715832254,0.0746040240043514,0.0,0.0,0.2961,0.4126957629989207,0.5081478342000257
interpretive_capacity,0.125,0.29421473558427913,0.07349289633543392,0.0,0.0,0.31278,0.42144576299892067,0.5081478342000257
interpretive_capacity,0.16666666666666666,0.28976589958533294,0.07238176866651647,0.0,0.0,0.33011,0.43019576299892076,0.5081478342000257
interpretive_capacity,0.20833333333333331,0.2853170635863867,0.07127064099759903,0.0,0.0,0.34892,0.4389457629989207,0.5081478342000257
interpretive_capacity,0.25,0.2808682275874405,0.07015951332868155,0.0,0.0,0.36697,0.4476957629989208,0.5081478342000257
interpretive_capacity,0.29166666666666663,0.27641939158849427,0.0690483856597641,0.0,0.0,0.38609,0.45644576299892076,0.5081478342000257
interpretive_capacity,0.3333333333333333,0.271970555589548,0.06793725799084664,0.0,0.0,0.40639,0.46519576299892074,0.5081478342000257
interpretive_capacity,0.375,0.26752171959060184,0.06682613032192919,0.0,0.0,0.42732,0.4739457629989207,0.5081478342000257
interpretive_capacity,0.41666666666666663,0.26307288359165565,0.06571500265301172,0.0,0.0,0.44969,0.48269576299892075,0.5081478342000257
interpretive_capacity,0.4583333333333333,0.25862404759270935,0.06460387498409426,0.0,0.0,0.47197,0.4914457629989207,0.5081478342000257
interpretive_capacity,0.5,0.2541752115937631,0.0634927473151768,0.0,0.0,0.49514,0.5001957629989208,0.5081478342000257
interpretive_capacity,0.5416666666666666,0.24972637559481692,0.06238161964625935,0.0,0.0,0.52018,0.5089457629989207,0.5081478342000257
interpretive_capacity,0.5833333333333333,0.2452775395958707,0.0612704919773419,0.0,0.0,0.54499,0.5176957629989207,0.5081478342000257
interpretive_capacity,0.625,0.24082870359692446,0.06015936430842443,0.0,0.0,0.56933,0.5264457629989209,0.5081478342000257
interpretive_capacity,0.6666666666666666,0.23637986759797822,0.05904823663950698,0.0,0.0,0.59493,0.5351957629989207,0.5081478342000257
interpretive_capacity,0.7083333333333333,0.23193103159903203,0.05793710897058951,0.0,0.0,0.6195,0.5439457629989207,0.5081478342000257
interpretive_capacity,0.75,0.22748219560008576,0.05682598130167205,0.0,0.0,0.64563,0.5526957629989208,0.5081478342000257
interpretive_capacity,0.7916666666666666,0.22303335960113957,0.0557148536327546,0.0,0.0,0.67076,0.5614457629989207,0.5081478342000257
interpretive_capacity,0.8333333333333333,0.21858452360219335,0.05460372596383714,0.0,0.0,0.69595,0.5701957629989207,0.5081478342000257
interpretive_capacity,0.875,0.2141356876032471,0.05349259829491968,0.0,0.0,0.72101,0.5789457629989208,0.5081478342000257
interpretive_capacity,0.9166666666666666,0.2096868516043009,0.05238147062600223,0.0,0.0,0.74483,0.5876957629989208,0.5081478342000257
interpretive_capacity,0.9583333333333333,0.20523801560535468,0.05127034295708477,0.0,0.0,0.76834,0.5964457629989207,0.5081478342000257
interpretive_capacity,1.0,0.20078917960640844,0.05015921528816731,0.0,0.0,0.79126,0.6051957629989207,0.5081478342000257
